Q3 sales export - generated 2026-09-25,,,
order_id,order_date,region,product,unit_price,quantity,discount,revenue,customer_email,churned,refund_amount,currency,notes
10271,11/30/2025,North ,Gizmo,"$1,224.49",2,15%,2081.63,user187@example.com,yes,2044.50,USD,
10272,2025-10-06,East,Gizmo,"$1,253.94",N/A,10%,10156.89,user300@example.com,no,0,USD,
10273,09/28/2025,East,Doohickey,$143.23,17,0%,2434.96,user250@example.com,no,0,USD,
10274,25 Aug 2025,East,Doohickey,$137.94,14,5%,1834.64,user12@example.com,no,0,USD,
10275,03 Jun 2025,North ,Doohickey,$157.77,-,15%,1609.23,user111@example.com,no,0,USD,
10276,13 Jan 2025,N/A,Gizmo,"$1,170.39",9,5%,10006.86,user160@example.com,no,0,USD,
10277,2025-11-23,north,Gadget,$43.44,7,5%,288.90,user251@example.com,no,0,USD,
10278,2025-06-19,North ,Widget,$12.91,19,0%,245.36,user165@example.com,no,0,USD,
10253,14 May 2025,East,Doohickey,$142.63,13,10%,1668.73,user30@example.com,no,0,USD,
10279,10/19/2025,North ,Doohickey,$156.04,7,15%,928.43,user281@example.com,no,0,USD,
10280,06/24/2025,East,Gadget,$46.27,-,20%,740.27,user94@example.com,no,0,USD,
10281,2025-06-13,North,Gadget,$49.00,16,10%,705.66,user253@example.com,no,0,USD,
10282,2025-06-15,East,Widget,$13.60,3,20%,32.65,user274@example.com,no,0,USD,
10283,2025-11-11,North,Gizmo,"$1,184.65",3,0%,3553.96,user79@example.com,no,0,USD,
10284,01/11/2025,North,Doohickey,$158.39,2,15%,269.25,user150@example.com,no,0,USD,
10285,2025-10-31,south,Doohickey,$135.49,9,0%,1219.38,user50@example.com,no,0,USD,
10253,14 May 2025,East,Doohickey,$142.63,13,10%,1668.73,user30@example.com,no,0,USD,
10286,15 Nov 2025,WEST,Gizmo,"$1,159.18",17,5%,18720.81,user200@example.com,no,0,USD,
10287,2025-09-30,north,Doohickey,$149.06,17,10%,2280.59,user201@example.com,no,0,USD,
10288,08 Jul 2025,North ,Widget,$12.39,2,20%,19.82,user233@example.com,no,0,USD,
10289,2025-12-02,North ,Widget,$12.63,13,20%,131.37,user219@example.com,yes,52.23,USD,
10290,08 Feb 2025,North,Doohickey,$150.50,-,10%,270.91,user76@example.com,no,0,USD,
10291,11 Aug 2025,North,Gizmo,"$1,219.53",4,15%,4146.42,user89@example.com,no,0,USD,
10292,17 Aug 2025,North ,Widget,$12.94,15,5%,184.33,user10@example.com,no,0,USD,
10293,06/09/2025,south,Widget,$12.76,8,5%,96.98,user95@example.com,yes,88.54,USD,
10294,18 Jan 2025,East,Doohickey,$157.75,N/A,5%,1049.04,user104@example.com,no,0,USD,
10295,13 May 2025,North,Widget,$12.86,?,15%,65.60,user23@example.com,yes,46.45,USD,
10296,08/01/2025,North,Doohickey,$146.63,13,10%,1715.57,user143@example.com,no,0,USD,
10297,05/02/2025,south,Doohickey,$136.98,7,0%,958.84,user197@example.com,no,0,USD,
10298,2025-07-16,North,Doohickey,$136.77,16,0%,2188.26,user15@example.com,no,0,USD,
10299,31 Oct 2025,East,Doohickey,$151.73,20,10%,2731.06,user257@example.com,no,0,USD,
10300,06 Sep 2025,North,Widget,$12.82,16,20%,164.05,user98@example.com,yes,104.03,USD,
10301,03/25/2025,North,Gizmo,"$1,287.37",15,5%,18345.02,user35@example.com,no,0,USD,
10302,04 May 2025,south,Gadget,$49.11,9,5%,419.85,user24@example.com,no,0,USD,
10303,2025-10-31,East,Gadget,$52.69,11,20%,463.67,user231@example.com,no,0,USD,
10304,2025-02-06,N/A,Widget,$11.43,14,5%,152.07,user77@example.com,no,0,USD,
10305,2025-06-07,North,Gizmo,"$1,107.27",19,20%,673220.79,user172@example.com,no,0,USD,
10306,27 May 2025,North ,Widget,$13.38,?,20%,149.85,user56@example.com,yes,75.93,USD,
10307,20 Feb 2025,East,Widget,$11.99,9,10%,97.14,user202@example.com,no,0,USD,
10308,01 Aug 2025,north,Doohickey,$151.72,9,0%,1365.52,user248@example.com,no,0,USD,
10309,2025-02-16,North,Doohickey,$142.79,19,5%,2577.34,user297@example.com,no,0,USD,
10310,05/18/2025,North,Doohickey,$163.66,7,10%,1031.04,user96@example.com,no,0,USD,
10073,21 Mar 2025,East,Gizmo,"$1,172.76",7,20%,6567.46,user233@example.com,no,0,USD,
10278,2025-06-19,North ,Widget,$12.91,19,0%,245.36,user165@example.com,no,0,USD,
10311,04/12/2025,North ,Doohickey,$140.69,17,20%,1913.42,user1@example.com,no,0,USD,
10312,29 Aug 2025,south,Widget,$12.82,1,0%,12.82,user120@example.com,no,0,USD,
10313,08/04/2025,N/A,Gizmo,"$1,290.42",6,15%,6581.17,user161@example.com,no,0,USD,
10314,2025-04-14,East,Gizmo,"$1,120.66",18,20%,16137.48,user19@example.com,no,0,USD,
10315,11 Dec 2025,North,Gizmo,"$1,215.45",14,5%,16165.43,user51@example.com,no,0,USD,
10316,11 May 2025,North ,Widget,$12.94,5,15%,55.00,user30@example.com,no,0,USD,
10317,2025-02-02,East,Widget,$11.50,16,5%,174.83,user177@example.com,no,0,USD,
10318,2025-10-26,North ,Widget,$13.46,12,10%,145.37,user228@example.com,no,0,USD,
10319,05/15/2025,East,Doohickey,$141.34,14,15%,1681.96,user137@example.com,no,0,USD,
10320,19 Feb 2025,East,Widget,$12.15,18,5%,207.74,user259@example.com,no,0,USD,
10321,23 Jul 2025,North ,Gizmo,"$1,315.51",9,15%,10063.67,user61@example.com,no,0,USD,
10322,03/19/2025,WEST,Widget,$11.45,N/A,20%,119.07,user76@example.com,yes,64.14,USD,
10323,20 Apr 2025,East,Gizmo,"$1,172.67",10,10%,10554.02,user68@example.com,yes,9589.80,USD,
10324,02 Feb 2025,WEST,Gadget,$51.75,5,0%,258.74,user229@example.com,no,0,USD,
10325,2025-12-28,south,Gadget,$45.90,20,0%,918.01,user284@example.com,no,0,USD,
10326,2025-04-16,East,Widget,$12.25,11,15%,114.58,user254@example.com,no,0,USD,
10327,02/07/2025,East,Doohickey,$141.25,10,15%,1200.66,user93@example.com,no,0,USD,
10328,21 Jan 2025,north,Doohickey,$162.10,2,15%,275.58,user88@example.com,no,0,USD,
10329,22 Jun 2025,WEST,Doohickey,$157.31,6,20%,755.10,user33@example.com,no,0,USD,
10330,08/04/2025,East,Widget,$11.83,17,0%,201.07,user102@example.com,no,0,USD,
10331,2025-05-07,N/A,Doohickey,$141.76,3,5%,404.01,user122@example.com,yes,244.20,USD,
10332,08/27/2025,north,Doohickey,$138.70,N/A,10%,1747.61,user79@example.com,no,0,USD,
10333,2025-02-21,north,Doohickey,$142.54,13,0%,1852.98,user194@example.com,no,0,USD,
10334,05/11/2025,south,Widget,$13.48,5,20%,53.92,user243@example.com,no,0,USD,
10335,2025-09-03,North ,Gadget,$50.94,10,15%,432.97,user99@example.com,yes,283.92,USD,
10336,05 Nov 2025,East,Widget,$11.44,4,15%,38.91,user164@example.com,yes,21.89,USD,
10337,03/10/2025,south,Widget,$12.35,17,15%,178.40,user175@example.com,no,0,USD,
10338,04/02/2025,north,Widget,$12.89,6,20%,61.87,user296@example.com,no,0,USD,
10339,2025-08-31,south,Doohickey,$157.74,10,0%,1577.38,user266@example.com,no,0,USD,
10340,2025-08-16,North,Gizmo,"$1,221.31",-,20%,16609.76,user83@example.com,no,0,USD,
10341,10/21/2025,North ,Doohickey,$139.20,4,15%,473.29,user172@example.com,no,0,USD,
10342,2025-04-19,East,Gizmo,"$1,215.99",1,15%,1033.59,user169@example.com,no,0,USD,
10343,2025-08-27,WEST,Gadget,$43.60,14,15%,518.84,user273@example.com,no,0,USD,
10344,03/23/2025,East,Gizmo,"$1,285.29",1,5%,1221.03,user254@example.com,no,0,USD,
10345,2025-02-16,East,Gadget,$44.78,?,10%,161.21,user181@example.com,no,0,USD,
10346,06/28/2025,North,Widget,$12.87,8,10%,92.67,user190@example.com,no,0,USD,
10347,2025-03-20,North ,Gizmo,"$1,318.13",?,10%,20167.33,user17@example.com,no,0,USD,
10348,2025-06-12,north,Widget,$13.34,N/A,5%,177.47,user71@example.com,no,0,USD,
10349,02/23/2025,WEST,Widget,$12.20,19,20%,185.50,user43@example.com,yes,150.68,USD,
10350,2025-06-05,North ,Gadget,$46.23,7,15%,275.06,user242@example.com,no,0,USD,
10351,2025-09-29,WEST,Widget,$13.55,?,0%,121.95,user115@example.com,yes,121.12,USD,
10352,28 Oct 2025,south,Widget,$13.51,?,10%,182.38,user213@example.com,no,0,USD,
10353,08/03/2025,N/A,Widget,$11.96,2,10%,21.54,user211@example.com,no,0,USD,
10354,2025-02-02,north,Gadget,$46.47,13,20%,483.27,user150@example.com,no,0,USD,
10355,2025-12-12,East,Gizmo,"$1,154.13",N/A,20%,17542.80,user194@example.com,no,0,USD,
10356,2025-06-02,East,Widget,$11.38,9,20%,81.93,user11@example.com,yes,18.32,USD,
10357,01/13/2025,East,Widget,$12.36,12,0%,148.31,user177@example.com,yes,122.84,USD,
10358,24 Dec 2025,North,Gizmo,"$1,178.10",-,20%,8482.33,user275@example.com,yes,3737.43,USD,
10359,2025-10-25,north,Widget,$11.58,20,15%,7875.53,user251@example.com,no,0,USD,
10360,13 Jul 2025,north,Widget,$11.27,10,15%,95.77,user210@example.com,no,0,USD,
10361,01/18/2025,North ,Gizmo,"$1,309.25",2,20%,2094.80,user54@example.com,no,0,USD,
10362,10 Oct 2025,East,Gizmo,"$1,278.37",15,0%,19175.59,user197@example.com,no,0,USD,
10363,2025-06-09,WEST,Gizmo,"$1,210.47",17,15%,17491.27,user126@example.com,no,0,USD,
10364,05/31/2025,East,Gadget,$49.02,15,15%,625.01,user108@example.com,no,0,USD,
10365,15 May 2025,East,Widget,$11.86,8,0%,94.85,user180@example.com,yes,92.33,USD,
10366,2025-11-24,WEST,Doohickey,$154.87,17,20%,2106.20,user116@example.com,yes,2057.07,USD,
10367,18 Oct 2025,North,Widget,$13.37,2,15%,22.73,user202@example.com,yes,17.85,USD,
10368,12/18/2025,WEST,Widget,$11.37,17,15%,164.28,user163@example.com,no,0,USD,
10369,13 Jul 2025,N/A,Gizmo,"$1,238.11",12,0%,14857.29,user106@example.com,no,0,USD,
10370,2025-02-25,WEST,Gadget,$49.73,-,15%,634.10,user117@example.com,yes,328.61,USD,
10371,10 Mar 2025,East,Gadget,$51.07,8,15%,347.30,user158@example.com,no,0,USD,
10372,2025-12-06,North,Gadget,$46.46,12,0%,557.48,user240@example.com,no,0,USD,
10373,11 Nov 2025,North ,Gizmo,"$1,194.77",3,15%,3046.66,user32@example.com,no,0,USD,
10374,2025-04-12,WEST,Widget,$12.48,11,20%,109.81,user204@example.com,no,0,USD,
10375,10/19/2025,south,Widget,$13.54,18,10%,219.41,user50@example.com,no,0,USD,
10376,2025-07-02,WEST,Doohickey,$137.75,13,0%,1790.76,user272@example.com,no,0,USD,
10377,12/19/2025,north,Doohickey,$135.43,8,10%,975.08,user274@example.com,no,0,USD,
10378,25 Dec 2025,N/A,Doohickey,$145.48,3,15%,370.98,user178@example.com,yes,166.38,USD,
10379,2025-11-12,south,Gadget,$51.26,8,0%,410.11,user225@example.com,no,0,USD,
10380,2025-05-18,N/A,Gizmo,"$1,317.35",-,15%,5598.73,user36@example.com,no,0,USD,
10381,11/07/2025,WEST,Widget,$11.80,?,0%,106.16,user130@example.com,no,0,USD,
10382,20 Feb 2025,East,Doohickey,$152.45,3,20%,365.89,user270@example.com,no,0,USD,
10383,09/12/2025,East,Widget,$13.36,5,0%,66.81,user138@example.com,no,0,USD,
10384,03/01/2025,N/A,Widget,$13.56,17,0%,230.58,user297@example.com,no,0,USD,
10385,28 May 2025,North ,Gadget,$48.25,14,20%,540.38,user203@example.com,no,0,USD,
10386,16 Feb 2025,East,Doohickey,$162.57,7,5%,1081.07,user26@example.com,no,0,USD,
10387,2025-04-30,East,Doohickey,$163.67,-,15%,2782.33,user15@example.com,no,0,USD,
10388,06/10/2025,N/A,Gadget,$47.23,16,20%,604.56,user238@example.com,no,0,USD,
10389,05 May 2025,WEST,Widget,$12.80,12,20%,122.87,user152@example.com,yes,56.26,USD,
10390,10/05/2025,WEST,Gadget,$51.99,17,15%,751.26,user88@example.com,yes,371.90,USD,
10391,02/12/2025,WEST,Doohickey,$161.41,2,0%,322.82,user116@example.com,yes,309.41,USD,
10392,20 Feb 2025,south,Widget,$12.00,12,20%,115.16,user296@example.com,no,0,USD,
10393,04 May 2025,East,Gizmo,"$1,215.23",9,0%,10937.05,user249@example.com,no,0,USD,
10394,2025-10-11,North ,Gadget,$47.83,7,0%,334.78,user26@example.com,no,0,USD,
10395,2025-05-01,WEST,Widget,$13.45,2,15%,22.87,user125@example.com,yes,12.82,USD,
10396,09/01/2025,East,Gadget,$46.53,16,0%,744.40,user69@example.com,yes,531.49,USD,
10397,2025-11-02,East,Widget,$12.86,20,10%,231.46,user205@example.com,no,0,USD,
10398,12/06/2025,East,Gizmo,"$1,236.42",-,0%,21019.20,user253@example.com,no,0,USD,
10399,08/23/2025,East,Gadget,$45.13,11,10%,446.83,user141@example.com,no,0,USD,
